age,marital_status,education_level,gender,percent_hike,distance_from_home,sourcing_channel,total_rounds,date_1st_contact,date_offered,satisfaction_index,no_companies_worked,career_growth,flexi_work,total_experience,timely_communication,offer_dropped
27,married,Associate Degree,Female,14,> 20 kms,Job Portals,4,26-08-2015,01-11-2015,63,4,Vertical,Yes,3,Yes,No
34,married,Associate Degree,Female,17,<15 kms,Consultants,10,17-08-2015,21-10-2015,25,3,Lateral,Yes,6,No,Yes
34,married,Associate Certification,Female,19,> 20 kms,Social Media,10,01-12-2015,22-03-2016,15,6,Lateral,Yes,10,No,Yes
35,married,Master Degree,Female,24,> 20 kms,Social Media,8,03-03-2016,29-06-2016,20,5,Lateral,Yes,11,No,Yes
33,single,Associate Degree,Female,17,> 20 kms,Social Media,8,23-03-2015,21-07-2015,19,7,Lateral,Yes,9,No,Yes
45,single,Associate Certification,Female,32,<15 kms,Social Media,9,10-01-2016,18-03-2016,28,7,Lateral,Yes,21,No,Yes
45,married,Master Degree,Female,12,> 20 kms,Consultants,3,27-05-2015,03-08-2015,54,5,Lateral,Yes,21,No,No
26,married,Associate Degree,Female,13,15-20 kms,Job Portals,8,08-12-2015,05-03-2016,92,1,Vertical,Yes,2,No,No
40,married,Associate Degree,Female,10,<15 kms,Company Website,6,19-05-2015,17-08-2015,33,8,Lateral,Yes,16,Yes,No
30,married,Bachelor Degree,Female,20,> 20 kms,Company Website,6,22-11-2015,22-02-2016,39,3,Lateral,No,6,Yes,No
25,single,Bachelor Degree,Female,17,> 20 kms,Job Portals,7,20-01-2016,06-05-2016,69,1,Vertical,Yes,1,Yes,No
33,married,Master Degree,Female,26,15-20 kms,Consultants,6,05-02-2016,21-04-2016,28,7,Lateral,No,9,No,No
38,married,Master Degree,Female,40,<15 kms,Internal Referrals,9,22-03-2016,15-07-2016,17,5,Lateral,Yes,14,No,Yes
29,married,Associate Certification,Female,21,<15 kms,Consultants,3,22-02-2016,19-04-2016,36,3,Vertical,Yes,5,Yes,No
30,married,Bachelor Degree,Female,19,> 20 kms,Job Portals,5,15-02-2016,07-04-2016,78,4,Vertical,Yes,6,No,No
25,single,Bachelor Degree,Female,16,<15 kms,Job Portals,3,31-03-2016,09-06-2016,90,2,Lateral,Yes,2,No,No
44,married,Associate Degree,Female,38,> 20 kms,Social Media,9,02-10-2015,24-01-2016,20,5,Lateral,Yes,20,No,Yes
38,married,Bachelor Degree,Female,37,<15 kms,Consultants,10,15-10-2015,07-02-2016,23,4,Lateral,Yes,14,No,Yes
31,married,Associate Degree,Female,16,> 20 kms,Social Media,6,13-11-2015,17-01-2016,74,3,Lateral,Yes,7,No,No
41,divorced,Master Degree,Female,19,> 20 kms,Job Portals,4,28-12-2015,03-02-2016,79,5,Lateral,No,17,Yes,No
35,divorced,Master Degree,Female,36,> 20 kms,Consultants,8,02-03-2015,16-05-2015,18,6,Lateral,Yes,11,No,Yes
29,married,Associate Certification,Female,11,> 20 kms,Job Portals,3,01-08-2015,02-09-2015,57,4,Lateral,No,5,Yes,No
36,married,Bachelor Degree,Female,20,<15 kms,Social Media,8,28-01-2016,31-03-2016,42,5,Lateral,Yes,12,No,No
38,married,Master Degree,Female,18,> 20 kms,Job Portals,10,03-12-2015,16-01-2016,74,3,Vertical,No,14,Yes,No
39,married,Bachelor Degree,Female,14,<15 kms,Company Website,3,03-06-2015,15-09-2015,63,7,Vertical,No,15,No,No
43,married,Associate Certification,Female,18,<15 kms,Social Media,8,26-05-2015,13-08-2015,19,7,Lateral,Yes,19,No,Yes
40,married,Bachelor Degree,Female,14,> 20 kms,Consultants,5,28-03-2015,10-06-2015,29,4,Vertical,No,16,No,No
33,married,Bachelor Degree,Female,32,> 20 kms,Social Media,9,14-06-2015,08-10-2015,29,6,Lateral,Yes,9,No,Yes
41,married,Master Degree,Female,19,15-20 kms,Company Website,3,15-02-2016,22-04-2016,53,7,Lateral,Yes,17,Yes,No
33,single,Bachelor Degree,Female,17,> 20 kms,Social Media,3,20-12-2015,22-01-2016,44,7,Vertical,Yes,9,No,No
33,married,Bachelor Degree,Female,17,> 20 kms,Internal Referrals,10,24-04-2015,09-08-2015,17,4,Lateral,Yes,9,No,Yes
46,single,Bachelor Degree,Female,35,<15 kms,Job Portals,8,10-10-2015,05-01-2016,17,6,Lateral,Yes,22,No,Yes
43,married,Master Degree,Female,37,> 20 kms,Job Portals,8,19-10-2015,04-01-2016,15,6,Lateral,Yes,19,No,Yes
34,divorced,Associate Certification,Female,27,15-20 kms,Job Portals,3,11-04-2015,14-05-2015,52,8,Lateral,No,10,Yes,No
31,single,Associate Degree,Female,27,<15 kms,Social Media,10,10-03-2016,10-06-2016,19,3,Lateral,Yes,7,No,Yes
41,single,Bachelor Degree,Female,37,<15 kms,Consultants,9,13-12-2015,26-02-2016,25,5,Lateral,Yes,17,No,Yes
32,single,Associate Certification,Female,22,15-20 kms,Consultants,3,11-03-2016,20-06-2016,82,3,Vertical,No,8,Yes,No
28,single,Bachelor Degree,Female,27,<15 kms,Consultants,10,08-01-2016,29-03-2016,30,3,Lateral,Yes,4,No,Yes
37,divorced,Master Degree,Female,17,<15 kms,Company Website,4,29-06-2015,16-09-2015,41,8,Lateral,No,13,Yes,No
37,married,Associate Degree,Female,13,15-20 kms,Consultants,6,09-02-2016,23-04-2016,41,5,Vertical,Yes,13,No,No
41,married,Master Degree,Female,39,<15 kms,Social Media,9,18-04-2015,30-06-2015,27,8,Lateral,Yes,17,No,Yes
41,married,Bachelor Degree,Female,17,> 20 kms,Internal Referrals,8,24-11-2015,29-01-2016,20,4,Lateral,Yes,11,No,Yes
32,married,Associate Certification,Female,31,> 20 kms,Job Portals,8,16-04-2015,20-07-2015,25,7,Lateral,Yes,8,No,Yes
33,married,Associate Degree,Female,36,> 20 kms,Consultants,8,10-12-2015,08-03-2016,25,4,Lateral,Yes,9,No,Yes
44,married,Associate Degree,Female,13,> 20 kms,Job Portals,10,12-03-2015,29-04-2015,61,3,Lateral,Yes,20,Yes,No
36,married,Associate Degree,Female,19,15-20 kms,Job Portals,8,09-06-2015,15-09-2015,75,8,Lateral,No,12,Yes,No
35,married,Bachelor Degree,Female,16,> 20 kms,Consultants,8,29-11-2015,16-01-2016,44,8,Vertical,Yes,11,Yes,No
33,married,Associate Certification,Female,31,> 20 kms,Social Media,8,22-07-2015,07-11-2015,19,4,Lateral,Yes,9,No,Yes
33,married,Bachelor Degree,Female,36,> 20 kms,Social Media,10,30-09-2015,16-12-2015,27,4,Lateral,Yes,9,No,Yes
36,single,Associate Certification,Female,11,15-20 kms,Social Media,3,05-02-2016,16-05-2016,87,8,Lateral,No,12,No,No
32,married,Associate Certification,Female,22,> 20 kms,Social Media,9,13-02-2016,03-06-2016,18,5,Lateral,Yes,8,No,Yes
38,divorced,Master Degree,Female,37,<15 kms,Consultants,10,04-01-2016,04-04-2016,18,7,Lateral,Yes,14,No,Yes
46,married,Associate Certification,Female,24,<15 kms,Consultants,7,16-02-2016,08-04-2016,53,3,Lateral,No,22,Yes,No
40,single,Bachelor Degree,Female,16,<15 kms,Company Website,10,17-12-2015,10-02-2016,66,3,Vertical,No,16,Yes,No
45,single,Associate Degree,Female,17,> 20 kms,Job Portals,3,18-01-2016,20-04-2016,63,5,Lateral,No,21,No,No
45,single,Master Degree,Female,20,<15 kms,Social Media,8,31-03-2016,22-07-2016,30,8,Lateral,Yes,21,No,Yes
44,divorced,Associate Certification,Female,18,> 20 kms,Consultants,3,23-04-2015,31-05-2015,46,5,Vertical,Yes,20,No,No
43,married,Associate Certification,Female,33,<15 kms,Internal Referrals,9,11-05-2015,01-08-2015,25,8,Lateral,Yes,19,No,Yes
27,married,Associate Certification,Female,18,15-20 kms,Job Portals,7,20-06-2015,25-09-2015,54,3,Lateral,Yes,3,Yes,No
25,divorced,Associate Certification,Female,29,<15 kms,Internal Referrals,10,05-01-2016,04-05-2016,19,2,Lateral,Yes,1,No,Yes
25,married,Bachelor Degree,Female,21,> 20 kms,Job Portals,9,27-09-2015,27-12-2015,27,2,Lateral,Yes,1,No,Yes
28,single,Associate Degree,Female,18,<15 kms,Consultants,10,16-08-2015,19-11-2015,22,3,Lateral,Yes,4,No,Yes
42,single,Associate Degree,Female,17,<15 kms,Consultants,9,12-09-2015,02-01-2016,21,4,Lateral,Yes,12,No,Yes
44,married,Bachelor Degree,Female,22,> 20 kms,Company Website,6,09-10-2015,13-01-2016,34,5,Vertical,No,20,Yes,No
43,married,Associate Degree,Female,29,> 20 kms,Social Media,3,22-09-2015,04-11-2015,30,5,Vertical,Yes,19,No,No
44,married,Bachelor Degree,Female,11,> 20 kms,Job Portals,3,25-03-2016,30-06-2016,26,8,Lateral,No,20,Yes,No
46,single,Associate Degree,Female,18,<15 kms,Job Portals,7,12-02-2016,12-05-2016,34,4,Lateral,No,22,Yes,No
27,married,Associate Certification,Female,37,> 20 kms,Job Portals,8,07-01-2016,29-04-2016,24,4,Lateral,Yes,3,No,Yes
42,married,Bachelor Degree,Female,18,> 20 kms,Consultants,9,24-08-2015,22-11-2015,20,8,Lateral,Yes,18,No,Yes
28,married,Associate Degree,Female,12,15-20 kms,Social Media,7,25-01-2016,08-03-2016,42,4,Vertical,Yes,4,Yes,No
31,married,Bachelor Degree,Female,16,15-20 kms,Consultants,3,03-05-2015,29-07-2015,48,5,Lateral,No,7,Yes,No
31,married,Associate Certification,Female,10,> 20 kms,Job Portals,10,01-10-2015,17-11-2015,44,4,Lateral,Yes,7,Yes,No
45,divorced,Associate Degree,Female,16,> 20 kms,Job Portals,3,09-03-2016,05-05-2016,37,3,Lateral,Yes,21,No,No
32,divorced,Associate Certification,Female,32,> 20 kms,Consultants,9,01-10-2015,17-01-2016,29,3,Lateral,Yes,8,No,Yes
31,married,Associate Certification,Female,37,> 20 kms,Consultants,10,12-03-2016,04-06-2016,24,3,Lateral,Yes,7,No,Yes
34,single,Associate Degree,Female,17,> 20 kms,Consultants,4,03-07-2015,20-08-2015,77,4,Vertical,No,10,No,No
44,married,Bachelor Degree,Female,14,15-20 kms,Job Portals,3,05-05-2015,24-07-2015,54,5,Vertical,No,20,Yes,No
45,married,Associate Certification,Female,11,<15 kms,Job Portals,10,18-08-2015,20-09-2015,94,4,Lateral,No,21,No,No
33,divorced,Associate Degree,Female,12,<15 kms,Consultants,5,18-01-2016,27-02-2016,54,4,Vertical,No,9,Yes,No
39,married,Master Degree,Female,39,> 20 kms,Social Media,8,27-11-2015,04-02-2016,30,8,Lateral,Yes,15,No,Yes
25,divorced,Associate Certification,Female,39,<15 kms,Consultants,10,29-09-2015,17-12-2015,21,1,Lateral,Yes,1,No,Yes
45,married,Associate Degree,Female,29,<15 kms,Consultants,9,13-05-2015,19-07-2015,22,8,Lateral,Yes,21,No,Yes
29,single,Associate Degree,Female,20,15-20 kms,Consultants,8,06-07-2015,15-08-2015,54,4,Vertical,Yes,5,Yes,No
38,married,Master Degree,Female,22,> 20 kms,Job Portals,6,16-10-2015,07-01-2016,43,4,Lateral,Yes,14,Yes,No
39,divorced,Associate Certification,Female,19,15-20 kms,Job Portals,3,31-03-2015,30-04-2015,78,6,Lateral,Yes,15,Yes,No
43,married,Associate Certification,Female,11,<15 kms,Company Website,3,19-05-2015,11-07-2015,48,7,Vertical,Yes,19,No,No
42,divorced,Associate Degree,Female,13,<15 kms,Job Portals,3,09-01-2016,14-04-2016,44,5,Lateral,Yes,18,Yes,No
41,married,Bachelor Degree,Female,21,<15 kms,Job Portals,10,22-05-2015,13-08-2015,23,4,Lateral,Yes,17,No,Yes
26,single,Associate Certification,Female,19,> 20 kms,Company Website,3,18-09-2015,19-10-2015,38,1,Lateral,No,2,Yes,No
40,divorced,Associate Degree,Female,14,> 20 kms,Job Portals,3,11-05-2015,11-08-2015,32,3,Lateral,Yes,16,No,No
40,married,Associate Certification,Female,25,15-20 kms,Consultants,8,30-03-2016,20-06-2016,59,4,Vertical,Yes,16,No,No
32,married,Associate Certification,Female,22,<15 kms,Internal Referrals,10,06-03-2015,16-06-2015,26,4,Lateral,Yes,8,No,Yes
41,married,Associate Certification,Female,28,> 20 kms,Consultants,10,25-02-2016,07-05-2016,27,3,Lateral,Yes,6,No,Yes
41,married,Associate Degree,Female,19,15-20 kms,Company Website,6,31-03-2016,01-05-2016,33,4,Lateral,No,17,Yes,No
44,married,Bachelor Degree,Female,18,> 20 kms,Consultants,10,16-05-2015,11-09-2015,29,5,Lateral,Yes,20,No,Yes
36,divorced,Associate Degree,Female,21,15-20 kms,Job Portals,6,12-03-2015,27-06-2015,44,4,Lateral,No,12,Yes,No
26,married,Bachelor Degree,Female,28,> 20 kms,Company Website,9,31-03-2015,14-06-2015,49,1,Vertical,Yes,2,Yes,No
40,married,Associate Certification,Female,23,<15 kms,Social Media,8,12-10-2015,02-01-2016,60,4,Lateral,No,16,Yes,No
32,divorced,Associate Certification,Female,29,<15 kms,Social Media,8,07-06-2015,16-08-2015,19,7,Lateral,Yes,8,No,Yes
25,single,Associate Certification,Female,34,<15 kms,Job Portals,9,15-06-2015,11-09-2015,28,2,Lateral,Yes,1,No,Yes
34,married,Associate Certification,Female,33,> 20 kms,Job Portals,8,13-11-2015,10-02-2016,25,5,Lateral,Yes,10,No,Yes
39,married,Master Degree,Female,23,<15 kms,Internal Referrals,9,11-12-2015,03-03-2016,27,5,Lateral,Yes,15,No,Yes
26,married,Associate Degree,Female,10,> 20 kms,Consultants,3,02-03-2015,04-04-2015,79,1,Lateral,No,2,Yes,No
32,single,Associate Certification,Female,37,> 20 kms,Social Media,8,21-06-2015,09-10-2015,30,8,Lateral,Yes,8,No,Yes
25,divorced,Associate Certification,Female,13,<15 kms,Consultants,3,04-10-2015,03-01-2016,93,1,Vertical,No,1,No,No
34,married,Associate Degree,Female,13,> 20 kms,Social Media,6,05-03-2015,12-06-2015,83,3,Lateral,Yes,10,Yes,No
41,married,Bachelor Degree,Female,17,<15 kms,Internal Referrals,8,17-11-2015,13-02-2016,21,7,Lateral,Yes,17,No,Yes
33,married,Associate Certification,Female,10,15-20 kms,Job Portals,8,03-02-2016,06-03-2016,31,4,Lateral,No,9,No,No
29,single,Bachelor Degree,Female,27,15-20 kms,Social Media,7,11-11-2015,16-12-2015,92,4,Lateral,No,5,No,No
46,single,Bachelor Degree,Male,17,> 20 kms,Job Portals,3,26-05-2015,07-08-2015,66,4,Vertical,Yes,22,No,No
41,single,Master Degree,Female,25,<15 kms,Social Media,10,07-08-2015,24-10-2015,16,3,Lateral,Yes,6,No,Yes
31,married,Bachelor Degree,Male,16,<15 kms,Consultants,3,31-03-2016,15-07-2016,66,4,Lateral,No,7,Yes,No
45,married,Master Degree,Male,23,15-20 kms,Consultants,8,22-08-2015,24-09-2015,39,8,Lateral,Yes,21,Yes,No
43,single,Master Degree,Female,29,> 20 kms,Consultants,10,25-05-2015,01-09-2015,23,8,Lateral,Yes,19,No,Yes
28,single,Bachelor Degree,Female,32,<15 kms,Consultants,8,23-01-2016,04-04-2016,17,5,Lateral,Yes,4,No,Yes
40,married,Associate Certification,Male,19,<15 kms,Job Portals,5,12-01-2016,19-04-2016,80,4,Vertical,Yes,16,No,No
40,married,Associate Certification,Female,23,> 20 kms,Job Portals,8,30-01-2016,02-05-2016,18,5,Lateral,Yes,16,No,Yes
33,married,Master Degree,Male,19,15-20 kms,Company Website,6,12-05-2015,22-08-2015,94,7,Lateral,Yes,9,Yes,No
25,single,Bachelor Degree,Female,24,> 20 kms,Job Portals,10,17-03-2016,19-06-2016,26,2,Lateral,Yes,1,No,Yes
29,married,Bachelor Degree,Female,21,<15 kms,Consultants,10,19-04-2015,10-08-2015,15,4,Lateral,Yes,5,No,Yes
34,married,Associate Degree,Female,24,> 20 kms,Social Media,10,29-05-2015,21-09-2015,17,8,Lateral,Yes,10,No,Yes
41,single,Bachelor Degree,Male,18,<15 kms,Company Website,3,20-03-2015,19-05-2015,95,4,Lateral,No,17,No,No
34,married,Bachelor Degree,Female,33,<15 kms,Social Media,8,14-09-2015,19-11-2015,16,3,Lateral,Yes,6,No,Yes
32,married,Bachelor Degree,Female,16,> 20 kms,Job Portals,9,13-04-2015,18-06-2015,19,7,Lateral,Yes,8,No,Yes
33,single,Bachelor Degree,Female,32,> 20 kms,Consultants,10,17-01-2016,29-04-2016,30,5,Lateral,Yes,9,No,Yes
31,single,Associate Certification,Female,20,> 20 kms,Job Portals,10,10-12-2015,28-02-2016,29,4,Lateral,Yes,7,No,Yes
33,married,Master Degree,Male,21,> 20 kms,Company Website,5,23-11-2015,31-12-2015,75,6,Lateral,Yes,9,No,No
26,married,Bachelor Degree,Male,13,15-20 kms,Company Website,6,30-07-2015,04-10-2015,73,1,Lateral,Yes,2,Yes,No
35,married,Master Degree,Female,25,> 20 kms,Consultants,9,14-08-2015,16-11-2015,24,5,Lateral,Yes,11,No,Yes
42,single,Bachelor Degree,Female,20,> 20 kms,Consultants,9,14-02-2016,26-04-2016,15,4,Lateral,Yes,12,No,Yes
34,married,Associate Certification,Male,14,15-20 kms,Consultants,6,29-03-2016,17-06-2016,47,5,Vertical,Yes,10,No,No
37,married,Master Degree,Male,11,15-20 kms,Consultants,6,23-04-2015,07-06-2015,85,6,Vertical,Yes,13,No,No
33,divorced,Bachelor Degree,Female,39,> 20 kms,Job Portals,8,02-03-2016,18-05-2016,26,3,Lateral,Yes,9,No,Yes
27,married,Associate Certification,Female,18,> 20 kms,Internal Referrals,9,18-08-2015,14-11-2015,22,5,Lateral,Yes,3,No,Yes
29,divorced,Associate Degree,Female,18,<15 kms,Consultants,10,15-09-2015,22-12-2015,17,3,Lateral,Yes,5,No,Yes
31,single,Associate Certification,Female,31,<15 kms,Consultants,9,25-02-2016,03-05-2016,30,3,Lateral,Yes,7,No,Yes
33,married,Associate Degree,Male,29,> 20 kms,Company Website,5,23-02-2016,28-05-2016,75,8,Vertical,No,9,No,No
31,married,Associate Degree,Male,13,> 20 kms,Job Portals,3,30-07-2015,16-11-2015,93,3,Vertical,No,7,No,No
46,married,Associate Degree,Male,12,15-20 kms,Consultants,5,11-05-2015,22-07-2015,71,5,Vertical,No,22,Yes,No
30,married,Associate Certification,Male,12,<15 kms,Job Portals,3,17-10-2015,19-01-2016,49,3,Vertical,Yes,6,No,No
42,married,Bachelor Degree,Female,21,> 20 kms,Consultants,8,03-02-2016,08-05-2016,25,7,Lateral,Yes,18,No,Yes
25,married,Bachelor Degree,Male,10,15-20 kms,Company Website,3,06-03-2015,27-04-2015,57,2,Vertical,Yes,2,Yes,No
33,married,Master Degree,Female,25,> 20 kms,Internal Referrals,8,26-12-2015,24-03-2016,23,4,Lateral,Yes,9,No,Yes
32,single,Associate Certification,Female,37,> 20 kms,Job Portals,9,30-08-2015,17-11-2015,18,8,Lateral,Yes,8,No,Yes
31,single,Associate Degree,Male,26,<15 kms,Job Portals,9,10-01-2016,21-02-2016,69,3,Lateral,Yes,7,No,No
29,married,Associate Degree,Male,14,15-20 kms,Job Portals,5,24-04-2015,03-07-2015,25,5,Vertical,No,5,Yes,No
29,married,Associate Certification,Female,35,<15 kms,Job Portals,9,07-07-2015,31-10-2015,30,3,Lateral,Yes,5,No,Yes
28,married,Associate Certification,Female,31,> 20 kms,Social Media,8,16-02-2016,28-05-2016,19,3,Lateral,Yes,4,No,Yes
45,divorced,Bachelor Degree,Male,23,<15 kms,Job Portals,3,14-04-2015,18-07-2015,27,8,Vertical,No,21,Yes,No
39,married,Master Degree,Female,34,<15 kms,Job Portals,10,14-10-2015,31-01-2016,15,5,Lateral,Yes,15,No,Yes
32,married,Associate Degree,Male,20,15-20 kms,Consultants,9,22-05-2015,23-07-2015,67,3,Vertical,No,8,No,No
30,married,Bachelor Degree,Female,16,> 20 kms,Internal Referrals,9,27-01-2016,22-04-2016,27,3,Lateral,Yes,6,No,Yes
31,married,Associate Degree,Male,16,<15 kms,Company Website,4,08-12-2015,21-02-2016,70,3,Vertical,Yes,7,No,No
36,married,Bachelor Degree,Female,27,> 20 kms,Consultants,9,03-11-2015,13-02-2016,16,7,Lateral,Yes,12,No,Yes
39,married,Bachelor Degree,Male,12,<15 kms,Job Portals,10,23-06-2015,25-07-2015,25,6,Lateral,Yes,15,No,No
28,divorced,Bachelor Degree,Male,18,15-20 kms,Job Portals,7,25-12-2015,07-04-2016,52,5,Lateral,Yes,4,Yes,No
42,married,Bachelor Degree,Male,17,<15 kms,Company Website,3,31-05-2015,02-08-2015,37,8,Lateral,No,18,No,No
27,divorced,Associate Degree,Male,16,> 20 kms,Job Portals,3,27-08-2015,28-11-2015,90,5,Vertical,Yes,6,No,No
25,married,Associate Certification,Female,16,> 20 kms,Social Media,8,11-04-2015,25-06-2015,21,2,Lateral,Yes,1,No,Yes
27,married,Associate Degree,Female,25,<15 kms,Consultants,8,23-10-2015,14-01-2016,30,3,Lateral,Yes,3,No,Yes
45,single,Associate Certification,Female,21,> 20 kms,Consultants,9,19-06-2015,30-08-2015,29,7,Lateral,Yes,21,No,Yes
26,single,Associate Degree,Male,26,<15 kms,Job Portals,10,13-07-2015,08-10-2015,94,2,Lateral,Yes,2,Yes,No
28,married,Associate Certification,Female,19,> 20 kms,Social Media,10,16-08-2015,22-11-2015,30,5,Lateral,Yes,4,No,Yes
45,married,Bachelor Degree,Male,18,<15 kms,Job Portals,8,20-11-2015,06-02-2016,78,7,Vertical,Yes,21,Yes,No
29,married,Associate Certification,Female,35,> 20 kms,Job Portals,8,29-09-2015,04-01-2016,28,3,Lateral,Yes,5,No,Yes
42,single,Associate Degree,Male,25,> 20 kms,Consultants,8,18-03-2015,19-06-2015,30,7,Vertical,Yes,18,No,No
40,married,Master Degree,Female,21,<15 kms,Consultants,9,09-03-2016,28-06-2016,17,3,Lateral,Yes,13,No,Yes
36,married,Bachelor Degree,Female,35,> 20 kms,Consultants,9,06-12-2015,10-03-2016,17,6,Lateral,Yes,12,No,Yes
30,single,Bachelor Degree,Male,17,15-20 kms,Social Media,9,08-03-2016,24-06-2016,55,5,Vertical,Yes,6,Yes,No
37,married,Associate Certification,Female,16,> 20 kms,Job Portals,8,06-06-2015,01-10-2015,17,5,Lateral,Yes,13,No,Yes
42,single,Master Degree,Female,37,> 20 kms,Internal Referrals,10,24-04-2015,21-07-2015,24,7,Lateral,Yes,18,No,Yes
29,single,Associate Degree,Male,28,15-20 kms,Job Portals,9,12-11-2015,09-02-2016,90,3,Lateral,No,5,Yes,No
34,married,Bachelor Degree,Male,10,<15 kms,Company Website,6,27-11-2015,04-02-2016,62,6,Lateral,Yes,10,Yes,No
42,married,Associate Certification,Female,31,<15 kms,Job Portals,8,29-09-2015,19-01-2016,24,5,Lateral,Yes,18,No,Yes
26,married,Bachelor Degree,Male,14,> 20 kms,Social Media,5,07-06-2015,15-07-2015,44,1,Lateral,Yes,2,Yes,No
37,married,Master Degree,Female,24,> 20 kms,Internal Referrals,10,30-09-2015,05-12-2015,26,7,Lateral,Yes,13,No,Yes
30,single,Bachelor Degree,Male,17,> 20 kms,Job Portals,8,07-06-2015,16-07-2015,94,3,Lateral,No,6,No,No
31,married,Bachelor Degree,Male,26,<15 kms,Job Portals,10,08-01-2016,22-04-2016,66,5,Vertical,Yes,7,No,No
44,unknown,Associate Certification,Male,20,<15 kms,Job Portals,4,29-09-2015,11-11-2015,95,4,Vertical,No,20,Yes,No
42,married,Master Degree,Male,18,> 20 kms,Job Portals,10,06-02-2016,10-05-2016,60,4,Lateral,Yes,18,No,No
42,married,Associate Degree,Female,21,<15 kms,Social Media,8,24-06-2015,05-10-2015,30,5,Lateral,Yes,9,No,Yes
44,married,Associate Certification,Female,26,<15 kms,Consultants,9,20-03-2015,22-06-2015,29,8,Lateral,Yes,20,No,Yes
34,married,Master Degree,Female,27,> 20 kms,Consultants,8,30-08-2015,09-12-2015,26,3,Lateral,Yes,6,No,Yes
25,married,Bachelor Degree,Female,21,<15 kms,Job Portals,8,20-03-2015,21-06-2015,24,1,Lateral,Yes,1,No,Yes
38,married,Associate Degree,Male,12,> 20 kms,Social Media,4,29-12-2015,26-02-2016,25,4,Vertical,No,14,Yes,No
41,divorced,Associate Certification,Female,30,> 20 kms,Consultants,8,06-03-2016,07-06-2016,30,5,Lateral,Yes,17,No,Yes
39,married,Master Degree,Male,18,<15 kms,Social Media,9,15-05-2015,14-08-2015,48,8,Lateral,No,15,No,No
